#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_narec;Narec;;;;;;;;;;;;;x
c_negin;Negin;;;;;;;;;;;;;x
c_nensen;Nensen;;;;;;;;;;;;;x
c_nol;Nol;;;;;;;;;;;;;x
c_nordlanden;Nordlanden;;;;;;;;;;;;;x
c_orai;Orai;;;;;;;;;;;;;x
c_parash;Parash;;;;;;;;;;;;;x
c_perina;Perina;;;;;;;;;;;;;x
c_prowe;Prowe;;;;;;;;;;;;;x
c_qarom;Qarom;;;;;;;;;;;;;x
c_qatada;Qatada;;;;;;;;;;;;;x
c_ragash;Ragash;;;;;;;;;;;;;x
c_ramnesney;Ramnesney;;;;;;;;;;;;;x
c_rim;Rim;;;;;;;;;;;;;x
c_rinya;Rinya;;;;;;;;;;;;;x
c_rubis;Rubis;;;;;;;;;;;;;x
c_savirah;Savirah;;;;;;;;;;;;;x
c_seredan;Seredan;;;;;;;;;;;;;x
c_siana;Siana;;;;;;;;;;;;;x
c_sidra;Sidra;;;;;;;;;;;;;x
c_sirmon;Sirmon;;;;;;;;;;;;;x
c_skywif;Skywif;;;;;;;;;;;;;x
c_sydlanden;Sydlanden;;;;;;;;;;;;;x
c_tagada;Tagada;;;;;;;;;;;;;x
c_tain;Tain;;;;;;;;;;;;;x
c_tarna;Tarna;;;;;;;;;;;;;x
c_tav_sezhi;Tav-sezhi;;;;;;;;;;;;;x
c_tresna;Tresna;;;;;;;;;;;;;x
c_turin;Turin;;;;;;;;;;;;;x
c_uriens;Uriens;;;;;;;;;;;;;x
c_uter;Uter;;;;;;;;;;;;;x
c_valash;Valash;;;;;;;;;;;;;x
c_vastlanden;Västlanden;;;;;;;;;;;;;x
c_vastra_dubaral;Västra Dubaral;;;;;;;;;;;;;x
c_victaron;Victaron;;;;;;;;;;;;;x
c_vimna;Vimna;;;;;;;;;;;;;x
b_abin_ramadh_1;Abin-Ramadh;;;;;;;;;;;;;x
b_abin_ramadh_2;Farn;;;;;;;;;;;;;x
b_abin_ramadh_3;Abin ramadh 3;;;;;;;;;;;;;x
b_abin_ramadh_4;Abin ramadh 4;;;;;;;;;;;;;x
b_abin_ramadh_5;Abin ramadh 5;;;;;;;;;;;;;x
b_abin_ramadh_6;Abin ramadh 6;;;;;;;;;;;;;x
b_abin_ramadh_7;Abin ramadh 7;;;;;;;;;;;;;x
b_abin_ramadh_8;Abin ramadh 8;;;;;;;;;;;;;x
b_abin_thukor_1;Abin-Thukor;;;;;;;;;;;;;x
b_abin_thukor_2;Ireas;;;;;;;;;;;;;x
b_abin_thukor_3;El'arga;;;;;;;;;;;;;x
b_abin_thukor_4;Ragul;;;;;;;;;;;;;x
b_abin_thukor_5;Per;;;;;;;;;;;;;x
b_abin_thukor_6;Abin thukor 6;;;;;;;;;;;;;x
b_abin_thukor_7;Abin thukor 7;;;;;;;;;;;;;x
b_abin_thukor_8;Abin thukor 8;;;;;;;;;;;;;x
b_adaluth_1;Adaulth;;;;;;;;;;;;;x
b_adaluth_2;Adaluth 2;;;;;;;;;;;;;x
b_adaluth_3;Adaluth 3;;;;;;;;;;;;;x
b_adaluth_4;Adaluth 4;;;;;;;;;;;;;x
b_adaluth_5;Adaluth 5;;;;;;;;;;;;;x
b_adaluth_6;Adaluth 6;;;;;;;;;;;;;x
b_adaluth_7;Adaluth 7;;;;;;;;;;;;;x
b_adaluth_8;Adaluth 8;;;;;;;;;;;;;x
b_agant_1;Agant;;;;;;;;;;;;;x
b_agant_2;Credant;;;;;;;;;;;;;x
b_agant_3;Oldell;;;;;;;;;;;;;x
b_agant_4;Agant 4;;;;;;;;;;;;;x
b_agant_5;Agant 5;;;;;;;;;;;;;x
b_agant_6;Agant 6;;;;;;;;;;;;;x
b_agant_7;Agant 7;;;;;;;;;;;;;x
b_agant_8;Agant 8;;;;;;;;;;;;;x
b_ailleidh_1;Ailleidh;;;;;;;;;;;;;x
b_ailleidh_2;Tir Nieri;;;;;;;;;;;;;x
b_ailleidh_3;Feeves;;;;;;;;;;;;;x
b_ailleidh_4;Ailleidh 4;;;;;;;;;;;;;x
b_ailleidh_5;Ailleidh 5;;;;;;;;;;;;;x
b_ailleidh_6;Ailleidh 6;;;;;;;;;;;;;x
b_ailleidh_7;Ailleidh 7;;;;;;;;;;;;;x
b_ailleidh_8;Ailleidh 8;;;;;;;;;;;;;x
b_alcheg_1;Ybersiel;;;;;;;;;;;;;x
b_alcheg_2;Alcheg;;;;;;;;;;;;;x
b_alcheg_3;Alcheg 3;;;;;;;;;;;;;x
b_alcheg_4;Alcheg 4;;;;;;;;;;;;;x
b_alcheg_5;Alcheg 5;;;;;;;;;;;;;x
b_alcheg_6;Alcheg 6;;;;;;;;;;;;;x
b_alcheg_7;Alcheg 7;;;;;;;;;;;;;x
b_alcheg_8;Alcheg 8;;;;;;;;;;;;;x
b_alni_1;Aliana;;;;;;;;;;;;;x
b_alni_2;Brelsest;;;;;;;;;;;;;x
b_alni_3;Aladene;;;;;;;;;;;;;x
b_alni_4;Tesel;;;;;;;;;;;;;x
b_alni_5;Emnau;;;;;;;;;;;;;x
b_alni_6;Alni 6;;;;;;;;;;;;;x
b_alni_7;Alni 7;;;;;;;;;;;;;x
b_alni_8;Alni 8;;;;;;;;;;;;;x
b_arah_1;Arah;;;;;;;;;;;;;x
b_arah_2;Haella;;;;;;;;;;;;;x
b_arah_3;Ago;;;;;;;;;;;;;x
b_arah_4;Arah 4;;;;;;;;;;;;;x
b_arah_5;Arah 5;;;;;;;;;;;;;x
b_arah_6;Arah 6;;;;;;;;;;;;;x
b_arah_7;Arah 7;;;;;;;;;;;;;x
b_arah_8;Arah 8;;;;;;;;;;;;;x
b_arakh_1;Arakh;;;;;;;;;;;;;x
b_arakh_2;Lhavala;;;;;;;;;;;;;x
b_arakh_3;Arakh 3;;;;;;;;;;;;;x
b_arakh_4;Arakh 4;;;;;;;;;;;;;x
b_arakh_5;Arakh 5;;;;;;;;;;;;;x
b_arakh_6;Arakh 6;;;;;;;;;;;;;x
b_arakh_7;Arakh 7;;;;;;;;;;;;;x
b_arakh_8;Arakh 8;;;;;;;;;;;;;x
b_arsacke_1;Ornia;;;;;;;;;;;;;x
b_arsacke_2;Rebenn;;;;;;;;;;;;;x
b_arsacke_3;Arsacke 3;;;;;;;;;;;;;x
b_arsacke_4;Arsacke 4;;;;;;;;;;;;;x
b_arsacke_5;Arsacke 5;;;;;;;;;;;;;x
b_arsacke_6;Arsacke 6;;;;;;;;;;;;;x
b_arsacke_7;Arsacke 7;;;;;;;;;;;;;x
b_arsacke_8;Arsacke 8;;;;;;;;;;;;;x
b_balon_1;Balon 1;;;;;;;;;;;;;x
b_balon_2;Balon 2;;;;;;;;;;;;;x
b_balon_3;Balon 3;;;;;;;;;;;;;x
b_balon_4;Balon 4;;;;;;;;;;;;;x
b_balon_5;Balon 5;;;;;;;;;;;;;x
b_balon_6;Balon 6;;;;;;;;;;;;;x
b_balon_7;Balon 7;;;;;;;;;;;;;x
b_balon_8;Balon 8;;;;;;;;;;;;;x
b_baton_1;Dunbaton;;;;;;;;;;;;;x
b_baton_2;Rimon;;;;;;;;;;;;;x
b_baton_3;Grikentulw;;;;;;;;;;;;;x
b_baton_4;Baton 4;;;;;;;;;;;;;x
b_baton_5;Baton 5;;;;;;;;;;;;;x
b_baton_6;Baton 6;;;;;;;;;;;;;x
b_baton_7;Baton 7;;;;;;;;;;;;;x
b_baton_8;Baton 8;;;;;;;;;;;;;x
b_calnia_1;Calnia slott;;;;;;;;;;;;;x
b_calnia_2;Calnia;;;;;;;;;;;;;x
b_calnia_3;St Inaly;;;;;;;;;;;;;x
b_calnia_4;Caer Utria;;;;;;;;;;;;;x
b_calnia_5;Hesne;;;;;;;;;;;;;x
b_calnia_6;Sara;;;;;;;;;;;;;x
b_calnia_7;Cladell;;;;;;;;;;;;;x
b_calnia_8;Alchegel;;;;;;;;;;;;;x
b_colm_1;Remezior Krack;;;;;;;;;;;;;x
b_colm_2;Kholam-renk-Ghor;;;;;;;;;;;;;x
b_colm_3;Colm 3;;;;;;;;;;;;;x
b_colm_4;Colm 4;;;;;;;;;;;;;x
b_colm_5;Colm 5;;;;;;;;;;;;;x
b_colm_6;Colm 6;;;;;;;;;;;;;x
b_colm_7;Colm 7;;;;;;;;;;;;;x
b_colm_8;Colm 8;;;;;;;;;;;;;x
b_colonan_1;Colonan;;;;;;;;;;;;;x
b_colonan_2;Polon;;;;;;;;;;;;;x
b_colonan_3;Shia;;;;;;;;;;;;;x
b_colonan_4;Colonan 4;;;;;;;;;;;;;x
b_colonan_5;Colonan 5;;;;;;;;;;;;;x
b_colonan_6;Colonan 6;;;;;;;;;;;;;x
b_colonan_7;Colonan 7;;;;;;;;;;;;;x
b_colonan_8;Colonan 8;;;;;;;;;;;;;x
b_cralo_1;Cralann;;;;;;;;;;;;;x
b_cralo_2;Picarel;;;;;;;;;;;;;x
b_cralo_3;Orvina;;;;;;;;;;;;;x
b_cralo_4;Cralo 4;;;;;;;;;;;;;x
b_cralo_5;Cralo 5;;;;;;;;;;;;;x
b_cralo_6;Cralo 6;;;;;;;;;;;;;x
b_cralo_7;Cralo 7;;;;;;;;;;;;;x
b_cralo_8;Cralo 8;;;;;;;;;;;;;x
b_creten_1;Cretén;;;;;;;;;;;;;x
b_creten_2;Pereigh;;;;;;;;;;;;;x
b_creten_3;Negel;;;;;;;;;;;;;x
b_creten_4;Caer Criatain;;;;;;;;;;;;;x
b_creten_5;Jaimon;;;;;;;;;;;;;x
b_creten_6;Kardor;;;;;;;;;;;;;x
b_creten_7;Ebréan;;;;;;;;;;;;;x
b_creten_8;Kalo;;;;;;;;;;;;;x
b_debhean_1;Debhean;;;;;;;;;;;;;x
b_debhean_2;Alantulw;;;;;;;;;;;;;x
b_debhean_3;Roth;;;;;;;;;;;;;x
b_debhean_4;Leath-Shúile;;;;;;;;;;;;;x
b_debhean_5;Debhean 5;;;;;;;;;;;;;x
b_debhean_6;Debhean 6;;;;;;;;;;;;;x
b_debhean_7;Debhean 7;;;;;;;;;;;;;x
b_debhean_8;Debhean 8;;;;;;;;;;;;;x
b_drakskogarna_1;Drakskogarna 1;;;;;;;;;;;;;x
b_drakskogarna_2;Drakskogarna 2;;;;;;;;;;;;;x
b_drakskogarna_3;Drakskogarna 3;;;;;;;;;;;;;x
b_drakskogarna_4;Drakskogarna 4;;;;;;;;;;;;;x
b_drakskogarna_5;Drakskogarna 5;;;;;;;;;;;;;x
b_drakskogarna_6;Drakskogarna 6;;;;;;;;;;;;;x
b_drakskogarna_7;Drakskogarna 7;;;;;;;;;;;;;x
b_drakskogarna_8;Drakskogarna 8;;;;;;;;;;;;;x
b_draktemplet_1;Draktemplet 1;;;;;;;;;;;;;x
b_draktemplet_2;Draktemplet 2;;;;;;;;;;;;;x
b_draktemplet_3;Draktemplet 3;;;;;;;;;;;;;x
b_draktemplet_4;Draktemplet 4;;;;;;;;;;;;;x
b_draktemplet_5;Draktemplet 5;;;;;;;;;;;;;x
b_draktemplet_6;Draktemplet 6;;;;;;;;;;;;;x
b_draktemplet_7;Draktemplet 7;;;;;;;;;;;;;x
b_draktemplet_8;Draktemplet 8;;;;;;;;;;;;;x
b_dubaral_1;Magikraternas citadell;;;;;;;;;;;;;x
b_dubaral_2;An-Thalamur;;;;;;;;;;;;;x
b_dubaral_3;Peth;;;;;;;;;;;;;x
b_dubaral_4;Dubaral 4;;;;;;;;;;;;;x
b_dubaral_5;Dubaral 5;;;;;;;;;;;;;x
b_dubaral_6;Dubaral 6;;;;;;;;;;;;;x
b_dubaral_7;Dubaral 7;;;;;;;;;;;;;x
b_dubaral_8;Dubaral 8;;;;;;;;;;;;;x
b_ebrin_1;Fen;;;;;;;;;;;;;x
b_ebrin_2;Ehgine;;;;;;;;;;;;;x
b_ebrin_3;Ebrin 3;;;;;;;;;;;;;x
b_ebrin_4;Ebrin 4;;;;;;;;;;;;;x
b_ebrin_5;Ebrin 5;;;;;;;;;;;;;x
b_ebrin_6;Ebrin 6;;;;;;;;;;;;;x
b_ebrin_7;Ebrin 7;;;;;;;;;;;;;x
b_ebrin_8;Ebrin 8;;;;;;;;;;;;;x
b_eirach_1;Eirach;;;;;;;;;;;;;x
b_eirach_2;Pithain;;;;;;;;;;;;;x
b_eirach_3;Ilaidh;;;;;;;;;;;;;x
b_eirach_4;Eirach 4;;;;;;;;;;;;;x
b_eirach_5;Eirach 5;;;;;;;;;;;;;x
b_eirach_6;Eirach 6;;;;;;;;;;;;;x
b_eirach_7;Eirach 7;;;;;;;;;;;;;x
b_eirach_8;Eirach 8;;;;;;;;;;;;;x
b_el_egor_1;El'egor;;;;;;;;;;;;;x
b_el_egor_2;Khal;;;;;;;;;;;;;x
b_el_egor_3;Evor;;;;;;;;;;;;;x
b_el_egor_4;Orakhal;;;;;;;;;;;;;x
b_el_egor_5;El egor 5;;;;;;;;;;;;;x
b_el_egor_6;El egor 6;;;;;;;;;;;;;x
b_el_egor_7;El egor 7;;;;;;;;;;;;;x
b_el_egor_8;El egor 8;;;;;;;;;;;;;x
b_el_ivani_1;El'ivani;;;;;;;;;;;;;x
b_el_ivani_2;Vortha;;;;;;;;;;;;;x
b_el_ivani_3;Umbethel;;;;;;;;;;;;;x
b_el_ivani_4;El ivani 4;;;;;;;;;;;;;x
b_el_ivani_5;El ivani 5;;;;;;;;;;;;;x
b_el_ivani_6;El ivani 6;;;;;;;;;;;;;x
b_el_ivani_7;El ivani 7;;;;;;;;;;;;;x
b_el_ivani_8;El ivani 8;;;;;;;;;;;;;x
b_eovir_1;Sidqal;;;;;;;;;;;;;x
b_eovir_2;Jamal;;;;;;;;;;;;;x
b_eovir_3;Rimaneil;;;;;;;;;;;;;x
b_eovir_4;Eovir 4;;;;;;;;;;;;;x
b_eovir_5;Eovir 5;;;;;;;;;;;;;x
b_eovir_6;Eovir 6;;;;;;;;;;;;;x
b_eovir_7;Eovir 7;;;;;;;;;;;;;x
b_eovir_8;Eovir 8;;;;;;;;;;;;;x
b_es_holi_1;Es'holi;;;;;;;;;;;;;x
b_es_holi_2;Massun;;;;;;;;;;;;;x
b_es_holi_3;Noriman;;;;;;;;;;;;;x
b_es_holi_4;Es holi 4;;;;;;;;;;;;;x
b_es_holi_5;Es holi 5;;;;;;;;;;;;;x
b_es_holi_6;Es holi 6;;;;;;;;;;;;;x
b_es_holi_7;Es holi 7;;;;;;;;;;;;;x
b_es_holi_8;Es holi 8;;;;;;;;;;;;;x
b_feleidh_1;Feleidh;;;;;;;;;;;;;x
b_feleidh_2;Feleidh 2;;;;;;;;;;;;;x
b_feleidh_3;Feleidh 3;;;;;;;;;;;;;x
b_feleidh_4;Feleidh 4;;;;;;;;;;;;;x
b_feleidh_5;Feleidh 5;;;;;;;;;;;;;x
b_feleidh_6;Feleidh 6;;;;;;;;;;;;;x
b_feleidh_7;Feleidh 7;;;;;;;;;;;;;x
b_feleidh_8;Feleidh 8;;;;;;;;;;;;;x
b_felosi_1;Fella;;;;;;;;;;;;;x
b_felosi_2;Misia;;;;;;;;;;;;;x
b_felosi_3;Felosi 3;;;;;;;;;;;;;x
b_felosi_4;Felosi 4;;;;;;;;;;;;;x
b_felosi_5;Felosi 5;;;;;;;;;;;;;x
b_felosi_6;Felosi 6;;;;;;;;;;;;;x
b_felosi_7;Felosi 7;;;;;;;;;;;;;x
b_felosi_8;Felosi 8;;;;;;;;;;;;;x
b_firina_1;Firina slott;;;;;;;;;;;;;x
b_firina_2;Firina;;;;;;;;;;;;;x
b_firina_3;Herika;;;;;;;;;;;;;x
b_firina_4;Firina 4;;;;;;;;;;;;;x
b_firina_5;Firina 5;;;;;;;;;;;;;x
b_firina_6;Firina 6;;;;;;;;;;;;;x
b_firina_7;Firina 7;;;;;;;;;;;;;x
b_firina_8;Firina 8;;;;;;;;;;;;;x
b_flarne_1;Faimon;;;;;;;;;;;;;x
b_flarne_2;Regant;;;;;;;;;;;;;x
b_flarne_3;Flarne 3;;;;;;;;;;;;;x
b_flarne_4;Flarne 4;;;;;;;;;;;;;x
b_flarne_5;Flarne 5;;;;;;;;;;;;;x
b_flarne_6;Flarne 6;;;;;;;;;;;;;x
b_flarne_7;Flarne 7;;;;;;;;;;;;;x
b_flarne_8;Flarne 8;;;;;;;;;;;;;x
b_hoglanden_1;Hoglanden 1;;;;;;;;;;;;;x
b_hoglanden_2;Hoglanden 2;;;;;;;;;;;;;x
b_hoglanden_3;Hoglanden 3;;;;;;;;;;;;;x
b_hoglanden_4;Hoglanden 4;;;;;;;;;;;;;x
b_hoglanden_5;Hoglanden 5;;;;;;;;;;;;;x
b_hoglanden_6;Hoglanden 6;;;;;;;;;;;;;x
b_hoglanden_7;Hoglanden 7;;;;;;;;;;;;;x
b_hoglanden_8;Hoglanden 8;;;;;;;;;;;;;x
b_horta_1;El'vha;;;;;;;;;;;;;x
b_horta_2;Ilash;;;;;;;;;;;;;x
b_horta_3;El'korma;;;;;;;;;;;;;x
b_horta_4;Takhor;;;;;;;;;;;;;x
b_horta_5;Horta 5;;;;;;;;;;;;;x
b_horta_6;Horta 6;;;;;;;;;;;;;x
b_horta_7;Horta 7;;;;;;;;;;;;;x
b_horta_8;Horta 8;;;;;;;;;;;;;x
b_ifar_1;Khla;;;;;;;;;;;;;x
b_ifar_2;Minder;;;;;;;;;;;;;x
b_ifar_3;Melanh;;;;;;;;;;;;;x
b_ifar_4;Bhanor;;;;;;;;;;;;;x
b_ifar_5;Ash;;;;;;;;;;;;;x
b_ifar_6;Ifar 6;;;;;;;;;;;;;x
b_ifar_7;Ifar 7;;;;;;;;;;;;;x
b_ifar_8;Ifar 8;;;;;;;;;;;;;x
b_ifkhor_1;Ifkhor;;;;;;;;;;;;;x
b_ifkhor_2;Dharim;;;;;;;;;;;;;x
b_ifkhor_3;Im'moran;;;;;;;;;;;;;x
b_ifkhor_4;Thara;;;;;;;;;;;;;x
b_ifkhor_5;Ifkhor 5;;;;;;;;;;;;;x
b_ifkhor_6;Ifkhor 6;;;;;;;;;;;;;x
b_ifkhor_7;Ifkhor 7;;;;;;;;;;;;;x
b_ifkhor_8;Ifkhor 8;;;;;;;;;;;;;x
b_ikrem_1;Therga;;;;;;;;;;;;;x
b_ikrem_2;Ikrem 2;;;;;;;;;;;;;x
b_ikrem_3;Ikrem 3;;;;;;;;;;;;;x
b_ikrem_4;Ikrem 4;;;;;;;;;;;;;x
b_ikrem_5;Ikrem 5;;;;;;;;;;;;;x
b_ikrem_6;Ikrem 6;;;;;;;;;;;;;x
b_ikrem_7;Ikrem 7;;;;;;;;;;;;;x
b_ikrem_8;Ikrem 8;;;;;;;;;;;;;x
b_intouk_1;Intouk;;;;;;;;;;;;;x
b_intouk_2;Cidh;;;;;;;;;;;;;x
b_intouk_3;Owaidh;;;;;;;;;;;;;x
b_intouk_4;Lewain;;;;;;;;;;;;;x
b_intouk_5;Intouk 5;;;;;;;;;;;;;x
b_intouk_6;Intouk 6;;;;;;;;;;;;;x
b_intouk_7;Intouk 7;;;;;;;;;;;;;x
b_intouk_8;Intouk 8;;;;;;;;;;;;;x
b_ireda_1;Ireda;;;;;;;;;;;;;x
b_ireda_2;Salana;;;;;;;;;;;;;x
b_ireda_3;Pher;;;;;;;;;;;;;x
b_ireda_4;Jamri;;;;;;;;;;;;;x
b_ireda_5;Ireda 5;;;;;;;;;;;;;x
b_ireda_6;Ireda 6;;;;;;;;;;;;;x
b_ireda_7;Ireda 7;;;;;;;;;;;;;x
b_ireda_8;Ireda 8;;;;;;;;;;;;;x
b_ivida_1;Ivida;;;;;;;;;;;;;x
b_ivida_2;Iagal;;;;;;;;;;;;;x
b_ivida_3;Ivida 3;;;;;;;;;;;;;x
b_ivida_4;Ivida 4;;;;;;;;;;;;;x
b_ivida_5;Ivida 5;;;;;;;;;;;;;x
b_ivida_6;Ivida 6;;;;;;;;;;;;;x
b_ivida_7;Ivida 7;;;;;;;;;;;;;x
b_ivida_8;Ivida 8;;;;;;;;;;;;;x
b_kholon_1;Kholon-renk-Roghan;;;;;;;;;;;;;x
b_kholon_2;Kholon 2;;;;;;;;;;;;;x
b_kholon_3;Kholon 3;;;;;;;;;;;;;x
b_kholon_4;Kholon 4;;;;;;;;;;;;;x
b_kholon_5;Kholon 5;;;;;;;;;;;;;x
b_kholon_6;Kholon 6;;;;;;;;;;;;;x
b_kholon_7;Kholon 7;;;;;;;;;;;;;x
b_kholon_8;Kholon 8;;;;;;;;;;;;;x
b_khor_1;Khorai;;;;;;;;;;;;;x
b_khor_2;Ferena;;;;;;;;;;;;;x
b_khor_3;Kharmadar;;;;;;;;;;;;;x
b_khor_4;Leth;;;;;;;;;;;;;x
b_khor_5;Khor 5;;;;;;;;;;;;;x
b_khor_6;Khor 6;;;;;;;;;;;;;x
b_khor_7;Khor 7;;;;;;;;;;;;;x
b_khor_8;Khor 8;;;;;;;;;;;;;x
b_khovsosh_1;Khovsosh;;;;;;;;;;;;;x
b_khovsosh_2;Jami;;;;;;;;;;;;;x
b_khovsosh_3;Kharath;;;;;;;;;;;;;x
b_khovsosh_4;Ivaera;;;;;;;;;;;;;x
b_khovsosh_5;Khovsosh 5;;;;;;;;;;;;;x
b_khovsosh_6;Khovsosh 6;;;;;;;;;;;;;x
b_khovsosh_7;Khovsosh 7;;;;;;;;;;;;;x
b_khovsosh_8;Khovsosh 8;;;;;;;;;;;;;x
b_laerm_1;Lareigh;;;;;;;;;;;;;x
b_laerm_2;Laerm 2;;;;;;;;;;;;;x
b_laerm_3;Laerm 3;;;;;;;;;;;;;x
b_laerm_4;Laerm 4;;;;;;;;;;;;;x
b_laerm_5;Laerm 5;;;;;;;;;;;;;x
b_laerm_6;Laerm 6;;;;;;;;;;;;;x
b_laerm_7;Laerm 7;;;;;;;;;;;;;x
b_laerm_8;Laerm 8;;;;;;;;;;;;;x
b_mashoro_1;Mashoro;;;;;;;;;;;;;x
b_mashoro_2;Khoro;;;;;;;;;;;;;x
b_mashoro_3;Es'orakh;;;;;;;;;;;;;x
b_mashoro_4;Gash;;;;;;;;;;;;;x
b_mashoro_5;Mashoro 5;;;;;;;;;;;;;x
b_mashoro_6;Mashoro 6;;;;;;;;;;;;;x
b_mashoro_7;Mashoro 7;;;;;;;;;;;;;x
b_mashoro_8;Mashoro 8;;;;;;;;;;;;;x
b_nantien_1;Nant;;;;;;;;;;;;;x
b_nantien_2;Salston Tor;;;;;;;;;;;;;x
b_nantien_3;Silershamn;;;;;;;;;;;;;x
b_nantien_4;Welea;;;;;;;;;;;;;x
b_nantien_5;Ebréan;;;;;;;;;;;;;x
b_nantien_6;Nantien 6;;;;;;;;;;;;;x
b_nantien_7;Nantien 7;;;;;;;;;;;;;x
b_nantien_8;Nantien 8;;;;;;;;;;;;;x
b_narec_1;Narec 1;;;;;;;;;;;;;x
b_narec_2;Narec 2;;;;;;;;;;;;;x
b_narec_3;Narec 3;;;;;;;;;;;;;x
b_narec_4;Narec 4;;;;;;;;;;;;;x
b_narec_5;Narec 5;;;;;;;;;;;;;x
b_narec_6;Narec 6;;;;;;;;;;;;;x
b_narec_7;Narec 7;;;;;;;;;;;;;x
b_narec_8;Narec 8;;;;;;;;;;;;;x
b_negin_1;Salwick;;;;;;;;;;;;;x
b_negin_2;Negann;;;;;;;;;;;;;x
b_negin_3;Nana;;;;;;;;;;;;;x
b_negin_4;Negin 4;;;;;;;;;;;;;x
b_negin_5;Negin 5;;;;;;;;;;;;;x
b_negin_6;Negin 6;;;;;;;;;;;;;x
b_negin_7;Negin 7;;;;;;;;;;;;;x
b_negin_8;Negin 8;;;;;;;;;;;;;x
b_nensen_1;Nensema;;;;;;;;;;;;;x
b_nensen_2;Bret;;;;;;;;;;;;;x
b_nensen_3;St Verrete;;;;;;;;;;;;;x
b_nensen_4;Nensen 4;;;;;;;;;;;;;x
b_nensen_5;Nensen 5;;;;;;;;;;;;;x
b_nensen_6;Nensen 6;;;;;;;;;;;;;x
b_nensen_7;Nensen 7;;;;;;;;;;;;;x
b_nensen_8;Nensen 8;;;;;;;;;;;;;x
b_nol_1;Ghia;;;;;;;;;;;;;x
b_nol_2;Thia;;;;;;;;;;;;;x
b_nol_3;Nol 3;;;;;;;;;;;;;x
b_nol_4;Nol 4;;;;;;;;;;;;;x
